rotary~ 22/782-9329        ~0000002040~1 ~016~L~                    ~Y~N~Y~A ~002435~01/01/92~ ~00
rotary~512/548-1331        ~0000004340~1 ~016~L~BROWNSVILLE2400     ~Y~Y~Y~A ~069638~10/01/85~1~01
rotary~512/576-9200        ~0000011754~1 ~018~L~VICTORIA 2400       ~Y~Y~Y~UG~107098~09/22/92~1~01
rotary~512/618-0320        ~0000006341~1 ~035~L~MCALLEN 2400        ~Y~Y~Y~UG~106827~09/12/92~1~01
rotary~512/727-8308        ~0000010255~1 ~020~L~LAREDO 2400         ~Y~Y~Y~UG~106831~09/13/92~1~01
rotary~513/322-8855        ~0000013345~1 ~029~L~SPRINGFIELD2400     ~Y~Y~Y~A ~066263~01/01/92~1~01
rotary~513/454-2044        ~0000002272~1 ~010~H~DAYTON TYMDIAL      ~Y~N~Y~A ~075469~01/01/92~3~01
rotary~513/454-3692        ~0000003267~1 ~002~H~DAYTON TYMX25       ~1~N~Y~A ~053149~01/18/90~4~01
rotary~513/454-5048        ~0000003267~1 ~002~H~DAYTON TYMX25       ~1~N~Y~A ~053149~01/18/90~4~01
rotary~513/489-1032        ~0000007140~1 ~018~H~CINCINNATI TYMD     ~Y~N~Y~UG~105554~09/01/92~3~01
rotary~513/489-2435        ~0000002051~1 ~002~H~CINCINNATI TYMX     ~1~N~Y~A ~053143~02/21/90~4~01
rotary~513/489-2664        ~0000002051~1 ~002~H~CINCINNATI TYMX     ~1~N~Y~A ~053143~02/21/90~4~01
rotary~513/530-9019        ~0000007075~1 ~039~H~CINCINNATI          ~Y~N~N~A ~000000~03/01/86~1~01
rotary~513/530-9021        ~0000006151~1 ~062~H~CINCINNATI 2400     ~Y~Y~Y~A ~051433~03/01/86~1~01
rotary~513/530-9021        ~0000005100~1 ~062~H~CINCINNATI 2400     ~Y~Y~Y~A ~051433~03/01/86~1~01
rotary~513/530-9027        ~0000007075~1 ~001~M~AMERICAN AIRLIN     ~N~N~N~A ~071781~03/01/86~1~01
rotary~513/874-1744        ~0000010212~1 ~009~L~CINCINNATI 2400     ~Y~Y~Y~A ~017284~03/24/86~1~01
rotary~513/898-0124        ~0000002570~1 ~027~M~DAYTON              ~Y~N~N~A ~034194~04/08/87~1~01
rotary~513/898-0696        ~0000007223~1 ~029~M~DAYTON 2400         ~Y~Y~Y~A ~034194~04/08/87~1~01
rotary~513/898-0791        ~0000007223~1 ~001~ ~NCR CORP            ~N~N~ ~A ~038760~04/08/87~1~01
rotary~513/898-5146        ~0000007223~1 ~001~M~BOURNS              ~N~N~N~A ~054812~01/01/92~1~01
rotary~514/593-5396        ~0000005611~1 ~001~ ~MDC/PSC-TELECK      ~N~N~ ~A ~044380~01/01/92~1~01
rotary~514/593-9407        ~0000005611~1 ~001~M~MDC-PSC/TELECK      ~N~N~ ~A ~040959~01/01/92~1~01
rotary~514/593-9477        ~0000005611~1 ~001~M~MDC-PSC/TELECK      ~N~Y~ ~A ~040959~01/01/92~1~01
rotary~514/593-9834        ~0000005611~1 ~001~M~MDC-PSC/TELCK       ~N~Y~ ~A ~040959~01/01/92~1~01
rotary~514/747-2996        ~0000010612~1 ~051~H~ST. LAURENT         ~Y~N~N~A ~073599~01/23/87~1~01
rotary~514/747-2996        ~0000002703~1 ~051~H~ST. LAURENT         ~Y~N~N~A ~073599~01/23/87~1~01
rotary~514/747-9043        ~0000010612~1 ~001~ ~BOURNS,INC          ~N~N~N~A ~055312~01/01/92~1~01
rotary~514/748-7787        ~0000003422~1 ~002~H~ST.-LAURENT TYM     ~1~N~Y~A ~052703~02/14/90~4~01
rotary~514/748-8057        ~0000003422~1 ~008~H~ST.-LAURENT TYM     ~1~N~Y~A ~052703~09/05/90~3~01
rotary~515/232-0157        ~0000005671~1 ~020~L~AMES 2400           ~Y~Y~Y~UG~108468~10/08/92~1~01
rotary~515/277-7752        ~0000003532~1 ~035~M~WEST DES MOINES     ~Y~N~N~A ~000000~06/30/83~1~01
rotary~515/277-9684        ~0000003461~1 ~116~M~WDES MOINE 2400     ~Y~Y~Y~UG~106998~09/18/92~1~01
rotary~515/682-0857        ~0000003712~1 ~009~L~OTTOMWA 2400        ~Y~Y~Y~A ~061659~01/01/92~1~01
rotary~515/753-0670        ~0000002026~1 ~016~L~MARSHALLTWN2400     ~Y~Y~Y~A ~000000~11/08/84~1~01
rotary~516/420-1221        ~0000004045~1 ~039~M~MELVILLE            ~Y~N~N~A ~006654~01/12/84~1~01
rotary~516/420-1322        ~0000004045~1 ~001~M~ISC SYS. CORP.      ~N~N~N~A ~008114~02/17/86~1~01
rotary~516/420-4579        ~0000004232~1 ~034~M~MELVILLE 2400       ~Y~Y~Y~A ~043533~01/01/92~1~01
rotary~516/454-4837        ~0000004232~1 ~001~ ~QUOTRON             ~N~N~N~A ~075121~01/01/92~1~01
rotary~516/471-6080        ~0000005650~1 ~032~L~LAKE GROVE 2400     ~Y~Y~Y~A ~047609~01/01/92~1~01
rotary~516/485-7422        ~0000013231~1 ~063~M~HEMPSTEAD 2400      ~Y~Y~Y~A ~057502~10/18/83~1~01
rotary~516/485-7422        ~0000004325~1 ~063~M~HEMPSTEAD 2400      ~Y~Y~Y~A ~057502~10/18/83~1~01
rotary~516/486-2095        ~0000003540~1 ~002~H~HEMPSTEAD TYMX2     ~1~N~Y~A ~052694~02/21/90~4~01
rotary~516/565-0111        ~0000003540~1 ~010~H~HEMPSTEAD TYMDI     ~1~N~Y~A ~052694~02/21/90~3~01
rotary~516/565-3504        ~0000004325~  ~001~M~QUOTRON             ~N~N~N~A ~105131~07/23/92~1~01
rotary~516/756-0082        ~0000004232~1 ~001~ ~QUOTRON             ~N~N~Y~A ~072968~01/01/92~1~01
rotary~517/482-5721        ~0000003666~1 ~024~M~LANSING             ~Y~N~N~A ~000000~11/22/83~1~01
rotary~517/484-5344        ~0000014115~1 ~050~M~LANSING 2400        ~Y~Y~Y~M ~106858~09/18/92~1~01
rotary~517/484-5344        ~0000013645~1 ~050~M~LANSING 2400        ~Y~Y~Y~M ~106858~09/18/92~1~01
rotary~517/484-5344        ~0000011236~1 ~050~M~LANSING 2400        ~Y~Y~Y~M ~106858~09/18/92~1~01
rotary~517/695-6751        ~0000012314~1 ~067~L~FREELAND 2400       ~Y~Y~Y~UG~107441~10/09/92~1~01
rotary~517/788-9191        ~0000002666~1 ~032~L~JACKSON 2400        ~Y~Y~Y~UG~101978~07/20/92~1~01
rotary~518/437-0423        ~0000006060~1 ~001~M~QUOTRON             ~N~N~Y~A ~066724~01/01/92~1~01
rotary~518/458-8300        ~0000003705~1 ~043~M~ALBANY              ~Y~N~N~A ~000000~09/01/83~1~01
rotary~518/458-9724        ~0000002045~1 ~032~M~ALBANY 2400         ~Y~Y~Y~A ~034768~01/01/92~1~01
rotary~519/641-8362        ~0000012611~1 ~007~L~LONDON 2400         ~Y~N~Y~A ~060632~01/01/92~1~01
rotary~519/742-7613        ~0000006754~1 ~015~L~KITCHENER 2400      ~Y~N~Y~A ~053047~01/01/92~1~01
rotary~519/977-7256        ~0000004757~1 ~009~L~WINDSOR             ~Y~N~Y~A ~047506~08/12/86~1~01
rotary~601/355-9741        ~0000004454~1 ~057~M~JACKSON 2400        ~Y~Y~Y~A ~065541~10/19/83~1~01
rotary~601/355-9741        ~0000002743~1 ~057~M~JACKSON 2400        ~Y~Y~Y~A ~065541~10/19/83~1~01
rotary~601/482-4335        ~0000007714~1 ~032~L~MERIDIAN 2400       ~Y~Y~Y~UG~107083~09/22/92~1~01
rotary~601/582-0286        ~0000002402~1 ~032~L~HATTIESBURG2400     ~Y~Y~Y~A ~042776~01/01/92~1~01
rotary~601/638-1551        ~0000006567~1 ~014~L~VICKSBURG 2400      ~Y~Y~Y~A ~068075~10/01/85~1~01
rotary~601/769-0121        ~0000013365~1 ~027~M~PASCAGOULA 2400     ~Y~Y~Y~A ~066275~08/25/86~1~01
rotary~601/841-0090        ~0000002674~1 ~021~L~TUPELO 2400         ~Y~Y~Y~UG~108414~10/06/92~1~01
rotary~601/864-9441        ~0000013172~1 ~047~L~GULFPORT 2400       ~Y~Y~Y~UG~108507~10/08/92~1~01
rotary~602/254-5811        ~0000002364~1 ~070~H~PHOENIX             ~Y~N~N~A ~000000~12/22/81~1~01
rotary~602/257-0629        ~0000003664~1 ~002~H~PHOENIX TYMX25      ~1~N~Y~A ~053144~11/02/90~4~01
rotary~602/258-0554        ~0000006471~1 ~070~H~PHOENIX 2400        ~Y~Y~Y~UG~108705~10/14/92~1~01
rotary~602/258-0554        ~0000005763~1 ~070~H~PHOENIX 2400        ~Y~Y~Y~UG~108705~10/14/92~1~01
rotary~602/258-3829        ~0000006471~1 ~001~ ~KEMPER GROUP        ~N~N~N~A ~073083~01/01/92~1~01
rotary~602/258-4528        ~0000003663~1 ~016~H~PHOENIX TYMDIAL     ~Y~N~Y~UG~108705~10/14/92~3~01
rotary~602/297-0333        ~0000002770~1 ~001~ ~STATIONERS          ~N~N~ ~A ~065451~01/01/92~1~01
rotary~602/297-0351        ~0000002770~1 ~001~ ~STATIONERS          ~N~N~ ~A ~065451~11/08/88~1~01
rotary~602/297-0615        ~0000002770~1 ~001~ ~STATIONERS          ~N~N~ ~A ~065451~11/08/88~1~01
rotary~602/297-0812        ~0000002770~1 ~001~ ~STATIONERS          ~N~N~ ~A ~065451~11/08/88~1~01
rotary~602/297-1214        ~0000002770~1 ~001~ ~STATIONERS          ~N~N~ ~A ~065451~11/08/88~1~01
rotary~602/297-1347        ~0000002770~1 ~001~ ~STATIONERS          ~N~N~ ~A ~065451~11/08/88~1~01
rotary~602/297-1472        ~0000002770~1 ~001~ ~STATIONERS          ~N~N~ ~A ~065451~11/08/88~1~01
rotary~602/297-2239        ~0000010274~1 ~083~M~TUCSON 2400         ~Y~Y~Y~A ~065451~01/01/92~1~01
rotary~602/297-2239        ~0000002770~1 ~083~M~TUCSON 2400         ~Y~Y~Y~A ~065451~01/01/92~1~01
rotary~602/297-9145        ~0000002770~  ~008~ ~STATIONERS          ~N~N~ ~A ~065451~11/08/88~1~01
rotary~602/343-9000        ~0000005603~1 ~019~L~YUMA 2400           ~Y~Y~Y~A ~044014~01/01/92~1~01
rotary~602/544-4130        ~0000002016~  ~010~M~TUCSON 9600         ~Y~N~Y~P ~101268~07/11/92~3~01
rotary~602/544-4756        ~0000002770~1 ~001~ ~GENERAL RENT        ~N~N~N~A ~074694~01/01/92~1~01
rotary~602/774-3857        ~0000003471~1 ~025~L~FLAGSTAFF 2400      ~Y~Y~Y~UG~105080~08/24/92~1~01
rotary~603/228-4732        ~0000004375~1 ~016~L~CONCORD 2400        ~Y~Y~Y~A ~064277~01/14/87~1~01
rotary~603/623-0409        ~0000004122~1 ~027~L~MANCHESTER 2400     ~Y~Y~Y~A ~006786~11/29/83~1~01
rotary~603/626-0040        ~0000013734~  ~008~L~MANCHESTER          ~Y~N~Y~P ~105093~08/24/92~3~01
rotary~603/643-4011        ~0000007375~1 ~021~L~HANOVER 2400        ~Y~Y~Y~UG~106680~09/10/92~1~01
rotary~603/645-9871        ~0000004122~1 ~001~ ~QUOTRON             ~N~N~Y~A ~075517~01/01/92~1~01
rotary~603/868-1502        ~0000005256~1 ~032~L~DURHAM 2400         ~Y~Y~Y~UG~108419~10/06/92~1~01
rotary~603/882-0435        ~0000007042~1 ~032~M~NASHUA 2400         ~Y~Y~Y~UG~102101~09/29/92~1~01
rotary~603/883-9611        ~0000007042~1 ~022~ ~PSC/1ST BANK        ~Y~N~ ~M ~102101~07/23/92~1~01
rotary~603/924-7090        ~0000002640~1 ~016~L~PETERBOROUG2400     ~Y~Y~Y~A ~050342~01/01/92~1~01
rotary~603/964-5254        ~0000003224~1 ~001~ ~QUOTRON             ~N~N~N~A ~074115~01/01/92~1~01
rotary~603/964-7779        ~0000003224~1 ~014~L~N. HAMPTON 2400     ~Y~Y~N~A ~050178~01/01/92~1~01
rotary~604/682-6054        ~0000011107~1 ~002~H~VANCOUVER TYMX2     ~1~N~Y~A ~053150~03/15/91~4~01
rotary~604/682-8643        ~0000003137~1 ~001~ ~BOURNS, INC.        ~N~N~N~A ~055313~01/01/92~1~01
rotary~604/683-7620        ~0000007013~1 ~038~H~VANCOUVER           ~Y~N~Y~A ~047504~09/19/86~1~01
rotary~604/683-7620        ~0000003137~1 ~038~H~VANCOUVER           ~Y~N~Y~A ~047504~09/19/86~1~01
rotary~604/685-6483        ~0000005574~1 ~003~ ~PSC/TELECHECK       ~N~N~ ~A ~039872~01/01/92~1~01
rotary~605/224-7700        ~0000002566~1 ~016~L~PIERRE 2400         ~Y~Y~Y~A ~069568~11/17/86~1~01
rotary~605/334-0085        ~0000005710~1 ~032~L~SIOUX FALLS2400     ~Y~Y~Y~UG~105258~08/26/92~1~01
rotary~605/341-4007        ~0000005013~1 ~030~L~RAPID CITY 2400     ~Y~Y~Y~UG~106849~09/14/92~1~01
rotary~606/266-0019        ~0000006626~1 ~023~M~LEXINGTON           ~Y~N~N~A ~016380~04/25/86~1~01
rotary~606/266-7063        ~0000005310~1 ~057~M~LEXINGTON 2400      ~Y~Y~Y~M ~107363~09/30/92~1~01
rotary~606/266-7063        ~0000013567~1 ~057~M~LEXINGTON 2400      ~Y~Y~Y~M ~107363~09/30/92~1~01
rotary~606/266-7063        ~0000005774~1 ~057~M~LEXINGTON 2400      ~Y~Y~Y~M ~107363~09/30/92~1~01
rotary~607/277-7080        ~0000003564~1 ~040~L~ITHACA 2400         ~Y~Y~Y~UG~106659~09/11/92~1~01
rotary~607/724-4351        ~0000003533~1 ~016~L~BINGHAMPTON2400     ~Y~Y~Y~C ~106593~09/04/92~1~01
rotary~607/737-9065        ~0000013450~1 ~022~L~ELMIRA 2400         ~Y~Y~Y~UG~106643~09/08/92~1~01
rotary~607/962-4481        ~0000007364~1 ~021~L~CORNING 2400        ~Y~Y~Y~UG~106795~09/11/92~1~01
rotary~608/242-0227        ~0000007026~1 ~079~M~MADISON 2400        ~Y~Y~Y~UG~107168~09/24/92~1~01
rotary~608/242-0227        ~0000007025~1 ~079~M~MADISON 2400        ~Y~Y~Y~UG~107168~09/24/92~1~01
rotary~608/362-4655        ~0000007460~1 ~024~L~BELOIT 2400         ~Y~Y~Y~UG~105141~08/25/92~1~01
rotary~608/784-9099        ~0000007457~1 ~016~M~LACROSSE 2400       ~Y~Y~Y~A ~108600~10/14/92~1~01
rotary~608/784-9099        ~0000002720~1 ~016~M~LACROSSE 2400       ~Y~Y~Y~A ~108600~10/14/92~1~01
rotary~609/345-4050        ~0000010156~1 ~064~L~ATLANT.CITY2400     ~Y~Y~Y~A ~055103~02/01/86~1~01
rotary~609/345-4050        ~0000007221~1 ~064~L~ATLANT.CITY2400     ~Y~Y~Y~A ~055103~02/01/86~1~01
rotary~609/345-4050        ~0000004351~1 ~064~L~ATLANT.CITY2400     ~Y~Y~Y~A ~055103~02/01/86~1~01
rotary~609/394-1900        ~0000003652~1 ~017~L~TRENTON 2400        ~Y~Y~Y~A ~042176~01/01/92~1~01
rotary~609/396-5610        ~0000003652~1 ~001~ ~QUOTRON             ~N~N~Y~A ~066723~01/01/92~1~01
rotary~609/452-1018        ~0000010621~1 ~031~H~SOUTH BRUNSWICK     ~Y~N~N~A ~040340~05/26/83~1~01
rotary~609/452-8011        ~0000010153~1 ~002~H~SOUTH BRUNSWICK     ~1~N~Y~A ~052702~02/23/90~4~01
rotary~609/452-8388        ~0000010153~1 ~018~H~SOUTH BRUNSWICK     ~1~N~Y~A ~052702~02/23/90~3~01
rotary~609/452-9529        ~0000010622~1 ~038~H~S BRUNSWICK2400     ~Y~Y~Y~A ~040340~01/01/92~1~01
rotary~609/665-0637        ~0000006314~1 ~010~H~PENNSAUKEN TYMD     ~1~N~Y~A ~075451~01/01/92~3~01
rotary~609/665-5600        ~0000003401~1 ~035~L~PENNSAUKEN          ~Y~N~N~A ~005881~01/12/84~1~01
rotary~609/665-5902        ~0000010105~1 ~031~L~PENNSAUKEN2400      ~Y~Y~Y~A ~035866~01/01/92~1~01
rotary~609/692-8943        ~0000013216~1 ~032~L~VINELAND 2400       ~Y~Y~Y~A ~065696~01/01/92~1~01
rotary~612/332-2580        ~0000005410~1 ~002~H~MINNEAPOLIS TYM     ~1~N~Y~A ~052229~12/23/89~4~01
rotary~612/332-4024        ~0000004620~1 ~074~H~MINNEAPOLIS2400     ~Y~Y~Y~A ~071741~10/10/85~1~01
rotary~612/332-4024        ~0000004316~1 ~074~H~MINNEAPOLIS2400     ~Y~Y~Y~A ~071741~10/10/85~1~01
rotary~612/333-2799        ~0000005770~1 ~068~H~MINNEAPOLIS         ~Y~N~N~A ~071741~04/30/84~1~01
rotary~612/333-6571        ~0000005770~1 ~001~ ~MDC-PSC             ~N~N~N~A ~071741~01/01/92~1~01
rotary~612/338-0845        ~0000002377~1 ~018~H~MINNEAPOLIS TYM     ~1~N~Y~A ~042914~08/18/88~3~01
rotary~612/656-0991        ~0000013750~  ~008~L~ATI-16/TYMDIAL 9600 ~Y~N~Y~P ~105174~08/26/92~3~01
rotary~612/656-1280        ~0000011753~1 ~027~L~SAINT CLOUD2400     ~Y~Y~Y~UG~105174~08/25/92~1~01
rotary~612/673-0016        ~0000004316~  ~001~ ~                    ~N~ ~ ~A ~102334~09/01/92~1~01
rotary~613/563-2910        ~0000013341~1 ~064~H~OTTAWA 2400         ~Y~N~Y~A ~062210~03/19/87~1~01
rotary~613/563-2910        ~0000006416~1 ~064~H~OTTAWA 2400         ~Y~N~Y~A ~062210~03/19/87~1~01
rotary~613/563-3777        ~0000010122~1 ~010~H~OTTAWA TYMDIAL      ~1~N~Y~A ~108798~04/26/92~3~01
rotary~614/221-1612        ~0000013232~1 ~040~H~COLUMBUS 2400       ~Y~Y~Y~A ~065103~10/01/85~1~01
rotary~614/221-1862        ~0000003543~1 ~050~H~COLUMBUS            ~Y~N~N~A ~008699~06/13/83~1~01
rotary~614/224-0422        ~0000004525~1 ~010~H~COLUMBUS TYMDIA     ~1~N~Y~A ~108795~09/17/91~3~01
rotary~614/224-0427        ~0000010040~1 ~002~H~COLUMBUS TYMX25     ~1~N~Y~A ~052294~05/25/90~4~01
rotary~614/224-0436        ~0000010040~1 ~002~H~COLUMBUS TYMX25     ~1~N~Y~A ~052294~01/18/90~4~01
rotary~614/284-0020        ~0000010750~1 ~032~L~STEUBNVILLE2400     ~Y~Y~Y~A ~061626~01/01/92~1~01
rotary~614/345-8953        ~0000003775~1 ~020~L~NEWARK 2400         ~Y~Y~Y~UG~106911~09/15/92~1~01
rotary~614/454-2893        ~0000012742~1 ~007~L~ZANESVILLE 2400     ~Y~Y~Y~A ~061641~11/05/90~1~01
rotary~615 885-0344        ~0000003316~  ~001~ ~                    ~ ~ ~ ~P ~104820~08/27/92~ ~00
rotary~615/265-1020        ~0000013545~1 ~059~M~CHATANOOGA 2400     ~Y~Y~Y~A ~069484~05/09/83~1~01
rotary~615/265-1020        ~0000003016~1 ~059~M~CHATANOOGA 2400     ~Y~Y~Y~A ~069484~05/09/83~1~01
rotary~615/266-7457        ~0000013545~1 ~001~ ~QUOTRON             ~N~N~Y~A ~070313~01/01/92~1~01
rotary~615/267-6547        ~0000013545~1 ~001~ ~QUOTRON             ~N~N~Y~A ~070234~01/01/92~1~01
rotary~615/323-1962        ~0000010075~1 ~010~L~BLOUNTVILL 2400     ~Y~Y~Y~A ~059323~01/01/92~1~01
rotary~615/323-3854        ~0000010075~  ~001~ ~                    ~N~ ~ ~A ~104525~09/15/92~1~01
rotary~615/378-5746        ~0000002711~1 ~032~L~KINGSPORT 2400      ~Y~Y~Y~A ~018750~07/16/86~1~01
rotary~615/391-5774        ~0000012066~1 ~001~ ~QUOTRON             ~N~N~Y~A ~067655~01/01/92~1~01
rotary~615/453-0401        ~0000002057~1 ~016~L~SEVIERVILLE2400     ~Y~Y~Y~A ~062839~01/22/87~1~01
rotary~615/482-1466        ~0000011315~1 ~032~L~OAK RIDGE 2400      ~Y~Y~Y~UG~104838~08/18/92~1~01
rotary~615/531-2239        ~0000012750~1 ~001~ ~QUOTRON             ~N~N~Y~A ~104727~10/01/92~1~01
rotary~615/531-2239        ~0000013123~1 ~001~ ~QUOTRON             ~N~N~Y~A ~104727~10/01/92~1~01
rotary~615/531-2311        ~0000012750~1 ~001~ ~QUOTRON             ~N~N~N~A ~104727~10/01/92~1~01
rotary~615/531-2311        ~0000013123~1 ~001~ ~QUOTRON             ~N~N~N~A ~104727~10/01/92~1~01
rotary~615/539-4113        ~0000012750~1 ~001~ ~QUOTRON             ~N~N~Y~A ~104727~10/01/92~1~01
rotary~615/539-4113        ~0000013123~1 ~001~ ~QUOTRON             ~N~N~Y~A ~104727~10/01/92~1~01
rotary~615/645-8877        ~0000005253~1 ~031~L~CLARKESVILL2400     ~Y~Y~Y~A ~035413~01/01/92~1~01
rotary~615/648-3497        ~0000005253~1 ~001~ ~QUOTRON             ~N~N~Y~A ~074467~01/01/92~1~01
rotary~615/694-0137        ~0000012750~1 ~001~ ~STATIONERS          ~N~N~N~A ~104727~10/01/92~1~01
rotary~615/694-0137        ~0000013123~1 ~001~ ~STATIONERS          ~N~N~N~A ~104727~10/01/92~1~01
rotary~615/694-0156        ~0000013123~1 ~084~M~KNOXVILLE 2400      ~Y~Y~Y~UG~102068~08/12/92~1~01
rotary~615/694-0156        ~0000002344~1 ~084~M~KNOXVILLE 2400      ~Y~Y~Y~UG~102068~08/12/92~1~01
rotary~615/694-0236        ~0000012750~1 ~001~ ~STATIONERS          ~N~N~N~A ~104727~10/01/92~1~01
rotary~615/694-0236        ~0000013123~1 ~001~ ~STATIONERS          ~N~N~N~A ~104727~10/01/92~1~01
rotary~615/885-3530        ~0000005523~1 ~036~H~NASHVILLE           ~Y~N~N~A ~033379~03/29/84~1~01
rotary~615/885-6449        ~0000012066~1 ~001~ ~MCI TELCOM          ~N~N~ ~A ~065435~06/14/90~1~01
rotary~615/889-4044        ~0000003611~1 ~014~H~NASHVILLE TYMDI     ~1~N~Y~A ~108798~08/24/92~3~01
rotary~615/889-5790        ~0000012477~1 ~172~H~NASHVILLE 2400      ~Y~Y~Y~A ~065435~11/18/85~1~01
rotary~615/889-5790        ~0000012066~1 ~172~H~NASHVILLE 2400      ~Y~Y~Y~A ~065435~11/18/85~1~01
rotary~615/889-5790        ~0000010072~1 ~172~H~NASHVILLE 2400      ~Y~Y~Y~A ~065435~11/18/85~1~01
rotary~615/889-5790        ~0000002517~1 ~172~H~NASHVILLE 2400      ~Y~Y~Y~A ~065435~11/18/85~1~01
rotary~615/889-8416        ~0000005523~1 ~001~H~PIPER AIRCRAFT      ~Y~N~N~C ~108396~10/15/92~1~01
rotary~615/928-9544        ~0000010506~1 ~025~L~JOHNSONCITY2400     ~Y~Y~Y~UG~104866~08/18/92~1~01
rotary~616/342-9410        ~0000006044~1 ~001~ ~QUOTRON             ~N~N~N~A ~072519~01/01/92~1~01
rotary~616/349-0455        ~0000006044~1 ~001~ ~QUOTRON             ~N~N~N~A ~071828~01/01/92~1~01
rotary~616/384-2203        ~0000003516~1 ~001~ ~QUOTRON             ~N~N~Y~A ~069584~01/01/92~1~01
rotary~616/385-2830        ~0000006044~1 ~001~ ~QUOTRON             ~N~N~Y~A ~075126~01/01/92~1~01
rotary~616/385-3022        ~0000006044~1 ~001~ ~QUOTRON             ~N~N~Y~A ~073821~01/01/92~1~01
rotary~616/388-2130        ~0000006044~1 ~064~M~KALAMAZOO 2400      ~Y~Y~Y~UG~102327~09/24/92~1~01
rotary~616/388-2130        ~0000003516~1 ~064~M~KALAMAZOO 2400      ~Y~Y~Y~UG~102327~09/24/92~1~01
rotary~616/458-0515        ~0000013555~1 ~001~ ~QUOTRON             ~N~N~Y~M ~106814~10/01/92~1~01
rotary~616/458-9252        ~0000014105~1 ~012~H~GRAND RAPIDS TY     ~1~N~Y~M ~106814~10/01/92~3~01
rotary~616/458-9252        ~0000004117~1 ~012~H~GRAND RAPIDS TY     ~1~N~Y~M ~106814~10/01/92~3~01
rotary~616/459-2304        ~0000013555~1 ~104~M~GRND RAPID 2400     ~Y~Y~Y~UG~106814~10/01/92~1~01
rotary~616/459-2304        ~0000011144~1 ~104~M~GRND RAPID 2400     ~Y~Y~Y~UG~106814~10/01/92~1~01
rotary~616/739-3453        ~0000007466~1 ~032~L~MUSKEGON 2400       ~Y~Y~Y~UG~108514~10/09/92~1~01
rotary~616/775-9242        ~0000007465~1 ~016~L~CADILLAC 2400       ~Y~Y~Y~A ~000000~01/01/92~1~01
rotary~616/925-3134        ~0000004225~1 ~029~L~BENTONHARBR2400     ~Y~Y~Y~UG~108508~10/08/92~1~01
rotary~616/926-1525        ~0000004225~1 ~001~ ~QUOTRON             ~N~N~Y~A ~075126~01/01/92~1~01
rotary~616/947-0050        ~0000005063~1 ~020~L~TRAVRSE CTY2400     ~Y~Y~Y~A ~000000~09/14/84~1~01
rotary~616/964-7733        ~0000005623~1 ~010~H~BATTLE CREEK TY     ~1~N~Y~A ~073706~06/02/92~3~01
rotary~616/964-9303        ~0000011451~1 ~029~L~BATTLECREEK2400     ~Y~Y~Y~A ~045647~01/01/92~1~01
rotary~617-275-7971        ~0000014120~  ~008~L~BEDFORD             ~Y~N~Y~P ~106867~09/14/92~3~01
rotary~617/271-0420        ~0000010031~1 ~031~L~BEDFORD 2400        ~Y~Y~Y~UG~106867~09/14/92~1~01
rotary~617/330-5110        ~0000004713~1 ~064~H~BOSTON TYMDIAL      ~1~N~Y~A ~102282~09/18/91~3~01
rotary~617/330-9088        ~0000010127~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~01/01/92~1~01
rotary~617/330-9088        ~0000007001~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~01/01/92~1~01
rotary~617/330-9429        ~0000010127~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~09/28/88~1~01
rotary~617/330-9429        ~0000007001~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~09/28/88~1~01
rotary~617/330-9453        ~0000010127~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~09/28/88~1~01
rotary~617/330-9453        ~0000007001~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~09/28/88~1~01
rotary~617/330-9465        ~0000010127~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~09/28/88~1~01
rotary~617/330-9465        ~0000007001~1 ~001~ ~STATIONERS          ~N~N~ ~A ~044957~09/28/88~1~01
rotary~617/439-0590        ~0000010127~1 ~001~H~VIDRERE CORP        ~Y~Y~N~A ~071721~01/01/92~1~01
rotary~617/439-3400        ~0000010127~1 ~088~H~BOSTON              ~Y~N~N~A ~018800~07/15/86~1~01
rotary~617/439-3400        ~0000010004~1 ~088~H~BOSTON              ~Y~N~N~A ~018800~07/15/86~1~01
rotary~617/439-3400        ~0000007525~1 ~088~H~BOSTON              ~Y~N~N~A ~018800~07/15/86~1~01
rotary~617/439-3400        ~0000007001~1 ~088~H~BOSTON              ~Y~N~N~A ~018800~07/15/86~1~01
rotary~617/439-3531        ~0000011717~1 ~112~H~BOSTON 2400         ~Y~Y~Y~A ~063838~07/11/86~1~01
rotary~617/439-3531        ~0000006577~1 ~112~H~BOSTON 2400         ~Y~Y~Y~A ~063838~07/11/86~1~01
rotary~617/439-3531        ~0000006021~1 ~112~H~BOSTON 2400         ~Y~Y~Y~A ~063838~07/11/86~1~01
rotary~617/439-4333        ~0000010127~1 ~001~H~VIDRERE CORP        ~N~Y~N~A ~066805~01/01/92~1~01
rotary~617/439-4333        ~0000007001~1 ~001~H~VIDRERE CORP        ~N~Y~N~A ~066805~01/01/92~1~01
rotary~617/439-7628        ~0000002253~1 ~002~H~BOSTON TYMX25       ~1~N~Y~A ~043779~09/13/88~4~01
